Date,Region,Product ID,Product Name,Category,Supplier,Warehouse,Order Status,Units Sold,Inventory Level,Transportation Cost,Order Accuracy,Lead Time (Days),Backorder,Average Inventory,Warehouse Capacity,COGS
2025-02-15,West,P04793,General Product,Accessories,Supplier A,Warehouse 2,Canceled,832.0,1993.0,13908.71,True,6.0,False,2295.0,8383,60048.63
2026-03-02,East,P07903,Office Chair,furniture,Supplier C,Warehouse 1,Fulfilled,939.0,3529.0,9118.28,True,6.0,False,3805.0,5743,72824.64
2026-03-21,east,P07951,Sneakers,Clothing,Supplier A,Warehouse 3,Pending,346.0,545.0,13421.69,True,15.0,False,2448.0,5215,13179.97
2026-04-02,North,P09094,Jeans,Clothing,Supplier A,Warehouse 1,Fulfilled,291.0,248.0,8288.63,True,6.0,False,1886.0,9049,27786.07
2026-06-04,North,P07959,General Product,Accessories,Supplier D,Warehouse 3,Fulfilled,1039.0,1020.0,14440.29,True,20.0,False,2504.0,9804,89398.54
2025-08-25,East,P00458,Smartphone,Electronics,Supplier D,Warehouse 2,Fulfilled,925.0,2194.0,7172.32,True,20.0,False,2375.0,6509,102208.88
2025-02-27,South,P00497,Formal Shirt,Clothing,Supplier B,Warehouse 1,Fulfilled,203.0,3740.0,16629.67,True,29.0,False,2591.0,6301,7297.32
2025-09-14, North ,P00541,Office Chair, Furniture ,Supplier B,Warehouse 1,Pending,889.0,4049.0,16982.71,True,1.0,False,3459.0,9462,64830.12
2025-01-31,South,P06034,Filing Cabinet,Furniture,Supplier D,Warehouse 1,Fulfilled,663.0,1558.0,6115.36,False,21.0,False,2776.0,6751,52156.14
2026-04-26,East,P03563,Filing Cabinet,Furniture,Supplier A,Warehouse 2,Fulfilled,438.0,975.0,5824.38,True,13.0,False,2255.0,9417,33754.61
2025-08-20,South,P07594,General Product,Accessories,Supplier C,Warehouse 2,Fulfilled,620.0,3081.0,8907.87,True,28.0,False,3778.0,5157,47220.91
2026-08-21,North,P03412,Bookshelf,furniture,supplier d,Warehouse 3,Fulfilled,781.0,313.0,14159.41,True,15.0,False,1016.0,6683,29233.95
2026-05-26,West,P05975,Keyboard,Electronics,Supplier B,Warehouse 1,Fulfilled,144.0,2730.0,10312.73,True,,False,1810.0,6743,15171.87
2026-02-19,South,P04702,Laptop,Electronics,Supplier D,Warehouse 1,Fulfilled,174.0,4077.0,7378.55,True,8.0,False,2289.0,9897,16890.5
2025-12-01,South,P03419,General Product,Accessories,Supplier D,Warehouse 2,Fulfilled,144.0,4763.0,7956.25,True,17.0,False,3159.0,8197,11806.15
2026-03-08,North,P05142,Desk,Furniture,Supplier C,Warehouse 2,Fulfilled,65.0,2303.0,8019.29,True,21.0,False,1198.0,5633,6193.17
2025-01-30,South,P04893,General Product,Accessories,Supplier C,Warehouse 2,Fulfilled,195.0,3304.0,8326.54,True,26.0,False,4043.0,5082,15265.77
2025-12-12,South,P08568,Office Chair,Furniture,Supplier D,Warehouse 1,Pending,793.0,3573.0,5423.07,True,18.0,False,3399.0,7827,39610.17
2025-09-15,West,P09751,Filing Cabinet,Furniture,supplier d,Warehouse 2,Pending,1079.0,3668.0,12950.7,False,7.0,False,3795.0,6345,126832.62
2025-01-11,North,P00798,General Product,Accessories,Supplier A,Warehouse 3,Fulfilled,1027.0,4382.0,4837.32,True,18.0,False,1965.0,5585,33650.31
2025-03-07,North,P00889,Laptop,Electronics,Supplier A,Warehouse 2,Fulfilled,270.0,2908.0,10131.47,True,32.0,True,1939.0,8962,8278.18
2026-05-24,West,P08260,Conference Table,Furniture,Supplier D,Warehouse 1,Pending,409.0,259.0,11428.95,True,10.0,False,976.0,8624,39775.63
2025-03-08,South,P01903,Smartphone,Electronics,Supplier A,Warehouse 1,Fulfilled,293.0,2835.0,16714.31,True,3.0,False,2966.0,7691,23299.24
2026-04-04,North,P05951,Jeans,Clothing,Supplier C,Warehouse 1,Pending,680.0,3310.0,3635.84,True,29.0,False,2322.0,6673,52006.14
2026-07-13,North,P02966,Monitor,Electronics,Supplier B,Warehouse 2,Fulfilled,163.0,5930.0,11964.41,True,18.0,False,3936.0,7425,10384.87
2025-09-07,North,P06678,Keyboard,Electronics,Supplier C,Warehouse 3,Fulfilled,395.0,5260.0,606.21,True,14.0,False,3151.0,6338,39283.93
2025-09-02,South,P02692,Formal Shirt,Clothing,Supplier C,Warehouse 1,Fulfilled,859.0,1277.0,5341.42,True,21.0,False,1003.0,8915,92583.1
2025-04-25,South,P02001,General Product,Accessories,Supplier A,Warehouse 2,Fulfilled,461.0,761.0,16134.29,True,8.0,False,2090.0,7868,23920.94
2025-06-16,West,P03885,Office Chair,Furniture,Supplier C,Warehouse 1, Fulfilled ,594.0,1731.0,9071.8,False,12.0,False,2753.0,5304,21857.58
2025-08-19,West,P08766,General Product,Accessories,Supplier A,Warehouse 2,Fulfilled,764.0,2696.0,14381.62,True,18.0,False,2313.0,6403,60821.82
2025-05-09,East,P07763,Formal Shirt,Clothing,Supplier B,Warehouse 2,Fulfilled,947.0,2999.0,4591.17,True,25.0,False,2215.0,5141,35149.0
2026-07-26,South,P03309,General Product,Accessories,Supplier A,Warehouse 2,Fulfilled,1032.0,5114.0,17915.93,True,34.0,True,2421.0,8873,109083.68
2026-05-20,South,P03677,Jacket,Clothing, Supplier C ,Warehouse 2,Fulfilled,765.0,3961.0,3533.8,True,28.0,True,1689.0,6415,49689.99
2025-03-08,South,P00420,Jeans,Clothing,Supplier C,Warehouse 2,Fulfilled,517.0,3891.0,7866.86,True,13.0,False,2557.0,5006,43484.79
2025-08-28,East,P02502,Keyboard,Electronics,Supplier B,Warehouse 2,In Transit,745.0,765.0,6591.7,True,22.0,False,763.0,7498,58396.1
2026-05-17,West,P04462,Tablet,Electronics,Supplier D,Warehouse 1,Fulfilled,658.0,,8676.11,True,10.0,False,3530.0,8543,62568.59
2025-11-04,North,P04923,Bookshelf,Furniture,Supplier D,Warehouse 3,fulfilled,745.0,3672.0,6821.39,True,8.0,False,3654.0,7181,76302.22
2026-08-12,West,P03064,General Product,accessories,Supplier C,Warehouse 3,Fulfilled,679.0,2758.0,2884.84,True,45.0,False,3713.0,9094,74201.09
2025-08-28,South,P09750,General Product,Accessories,Supplier B,Warehouse 3,Fulfilled,746.0,3363.0,10605.04,True,7.0,False,3999.0,9675,17306.92
2026-03-29,South,P07377,T-Shirt,Clothing,Supplier C,Warehouse 3,Fulfilled,386.0,2751.0,8811.17,True,24.0,False,2198.0,7785,10433.23
2025-07-21,West,P08121,Jacket,Clothing,Supplier D,Warehouse 1,Fulfilled,1028.0,1204.0,5707.46,True,4.0,False,2592.0,7028,67864.96
2026-03-10,North,P04375,Bookshelf,Furniture,Supplier A,Warehouse 3,Fulfilled,79.0,325.0,13072.57,False,28.0,False,2468.0,7826,8184.35
2025-10-20,West,P08034,Conference Table,Furniture,Supplier A,Warehouse 1,Fulfilled,603.0,305.0,15466.92,True,0.0,False,1818.0,7533,34973.75
2025-01-25,East,P05161,Conference Table,Furniture,Supplier A,Warehouse 1,Fulfilled,842.0,3166.0,1507.69,True,12.0,False,3795.0,9306,68886.61
2026-03-15,North,P01249,General Product,Accessories,Supplier C,Warehouse 3,Fulfilled,193.0,1896.0,11280.39,True,16.0,False,1468.0,5376,"21,463.06"
2026-07-09,West,P04169,General Product,Accessories,Supplier B,Warehouse 3,Fulfilled,727.0,4240.0,15380.57,True,8.0,False,2718.0,8933,44999.37
2026-05-22,South,P09884,Sneakers,Clothing,Supplier B,Warehouse 2,Fulfilled,754.0,5100.0,1342.54,True,32.0,False,3907.0,7360,65907.89
2026-03-01,East,P00099,Keyboard,Electronics,Supplier B,Warehouse 2,Fulfilled,836.0,3816.0,10462.5,True,17.0,False,3584.0,6454,51509.89
2025-10-08,North,P06771,Monitor,Electronics,Supplier C,Warehouse 2, Canceled ,382.0,3852.0,12431.21,True,19.0,False,1966.0,9271,39636.9
2026-08-15,West,P02295,Mouse,Electronics,Supplier B,Warehouse 3,Fulfilled,217.0,2653.0,3840.97,True,24.0,False,2977.0,8209,19303.48
2025-04-16,South,P01032,Smartphone,Electronics,Supplier D,Warehouse 3,Fulfilled,231.0,1759.0,8998.19,True,7.0,False,1458.0,9578,15355.98
2025-05-24,West,P00880,General Product,Accessories,Supplier B,Warehouse 1,pending,80.0,4916.0,2736.5,True,33.0,False,2601.0,5459,6513.09
2026-04-21,South,P02642,Jacket,Clothing,Supplier C,Warehouse 2,Fulfilled,218.0,2984.0,3118.02,True,9.0,False,1708.0,6076,12680.14
2025-12-08,North,P06649,General Product,Accessories,Supplier B,Warehouse 2,Fulfilled,106.0,1408.0,1989.12,True,17.0,False,2757.0,5246,7225.53
2025-06-09,South,P02376,General Product,Accessories,Supplier C,Warehouse 3,Fulfilled,243.0,5305.0,2048.81,False,1.0,False,3171.0,6630,6009.31
2025-06-16,North,P08063,Keyboard,Electronics,Supplier B,Warehouse 2,Fulfilled,374.0,1130.0,2001.88,True,23.0,False,2246.0,6607,24072.0
2026-07-14,West,P01648,Office Chair,Furniture,Supplier D,Warehouse 2,Pending,848.0,3368.0,1473.47,True,20.0,True,3278.0,8978,53470.76
2026-06-08,North,P05489,Filing Cabinet,Furniture,Supplier B,Warehouse 1,Pending,1016.0,2252.0,7520.21,True,9.0,False,2584.0,5980,109557.94
2025-11-06,West,P05300,Smartphone,Electronics,Supplier A,Warehouse 1,Fulfilled,754.0,620.0,14193.11,True,20.0,False,1744.0,8002,37795.75
2026-05-23,South,P07034,Tablet,Electronics,Supplier D,Warehouse 2,Fulfilled,501.0,2943.0,752.33,True,3.0,False,2762.0,9695,45377.65
2025-10-30,South,P03621,Conference Table, Furniture ,Supplier C,Warehouse 2,Pending,815.0,3350.0,12017.46,True,28.0,False,2383.0,6405,79775.8
2026-01-17,South,P02934,General Product,Accessories,Supplier D,Warehouse 3,Fulfilled,797.0,3490.0,2930.36,True,24.0,False,4338.0,6314,23014.64
2026-02-09,East,P07686,Monitor,Electronics,Supplier A,Warehouse 1,Fulfilled,307.0,3197.0,14824.99,False,23.0,False,1922.0,6536,7376.07
2026-02-17,South,P04103,Bookshelf,Furniture,Supplier C,Warehouse 1,Fulfilled,320.0,1420.0,10388.6,True,1.0,False,1193.0,7278,27540.77
2026/03/04,East,P05240,Office Chair,Furniture,Supplier C,Warehouse 3,Fulfilled,228.0,5487.0,13741.92,True,3.0,True,2948.0,9189,16237.75
2025-11-19,North,P00772,Mouse,Electronics,Supplier B,Warehouse 1,Fulfilled,375.0,210.0,2111.47,True,11.0,False,481.0,8171,26320.99
2025-09-25,North,P07201,Sneakers,Clothing,Supplier C, Warehouse 2 ,Fulfilled,538.0,2169.0,8462.48,True,30.0,False,1456.0,8916,13851.88
2026-08-26,East,P09992,Filing Cabinet,Furniture,Supplier A,Warehouse 3,Fulfilled,601.0,2386.0,2875.5,True,21.0,False,,7782,30583.96
2025-01-25,East,P09562,Desk,Furniture,Supplier A,Warehouse 1,Fulfilled,824.0,4888.0,1893.36,True,15.0,False,4333.0,9306,77466.81
2025-11-08,East,P04906,Tablet,Electronics, Supplier A ,warehouse 3, Fulfilled ,608.0,1194.0,9561.93,True,3.0,False,1783.0,8977,33155.1
2026-07-21,East,P06978,Bookshelf,Furniture,Supplier A,Warehouse 1,Fulfilled,1106.0,5512.0,5332.76,True,18.0,False,3919.0,8877,45740.69
2025-08-15,West,P08021,Bookshelf,Furniture,Supplier A,Warehouse 1,fulfilled,53.0,5878.0,10813.34,True,3.0,False,3398.0,8886,3905.84
2026-08-27,North,P00140,Office Chair,Furniture,Supplier A,Warehouse 2,Fulfilled,1241.0,4158.0,7450.71,True,23.0,False,2982.0,9053,29619.37
2025-04-10,East,P09568,General Product,Accessories,Supplier D,Warehouse 1,Fulfilled,302.0,337.0,9561.53,True,19.0,False,902.0,7786,19498.19
2025-08-01,East,P01294,General Product,Accessories,Supplier C,Warehouse 1,Fulfilled,939.0,3594.0,6365.57,True,11.0,False,3187.0,6400,52532.42
2026-01-08,West,P04789,Laptop,Electronics,Supplier B,Warehouse 1,Fulfilled,92.0,571.0,3569.38,True,5.0,False,2116.0,9413,10827.99
2025-07-18,South,P00553,General Product,Accessories,Supplier B,Warehouse 1,Fulfilled,1062.0,499.0,1720.42,True,26.0,False,2311.0,5179,29068.42
2026-05-14,South,P05965,Formal Shirt,Clothing,Supplier D,Warehouse 3,Fulfilled,534.0,3496.0,7010.18,True,5.0,False,2924.0,5442,15146.91
2025-12-11, North ,P09368,Jeans,Clothing, Supplier B ,Warehouse 2,Fulfilled,360.0,4440.0,14710.87,True,4.0,False,2110.0,8231,23293.76
2025-03-29, South ,P09736,Tablet,Electronics,Supplier D,Warehouse 1,Fulfilled,638.0,4503.0,10486.06,True,1.0,False,2940.0,8768,73967.85
2026-08-04,South,P03930,General Product,Accessories,Supplier B,Warehouse 1,Fulfilled,135.0,954.0,3257.2,True,18.0,False,1598.0,5571,15227.0
2025-02-23,West,P01518,Formal Shirt,Clothing,Supplier D,Warehouse 1,Pending,476.0,1200.0,4001.92,True,3.0,False,2795.0,8562,19614.94
2025-07-25,West,P05799,General Product,Accessories,Supplier A,Warehouse 3,Fulfilled,173.0,679.0,8651.85,False,9.0,False,1659.0,8549,4671.56
2025-09-19,West,P05659,General Product,Accessories,Supplier B,Warehouse 3,Fulfilled,301.0,657.0,991.06,True,9.0,False,1191.0,7739,19380.54
2026-04-30,North,P03135,Office Chair,Furniture,Supplier C,Warehouse 1,In Transit,70.0,517.0,1011.58,True,22.0,False,3011.0,7072,3153.84
2026-01-25,South,P07627,Sneakers,clothing,Supplier C,Warehouse 1,Pending,742.0,3812.0,910.28,True,,False,4592.0,8854,30580.26
2025-04-07,North,P06976,General Product,Accessories,Supplier D,Warehouse 2,Fulfilled,504.0,2298.0,4438.45,True,12.0,False,3224.0,7433,20523.1
2025-02-05,South,P07835,Jacket,Clothing,Supplier A,Warehouse 2,Fulfilled,783.0,4772.0,7213.42,False,12.0,False,1981.0,6768,76321.6
2025-01-16,south,P00248,Laptop, Electronics ,Supplier C,Warehouse 3,Fulfilled,669.0,3871.0,4584.45,True,25.0,False,3485.0,7356,20747.84
2025-02-26,East,P07806,Smartphone,Electronics,Supplier A,Warehouse 1,Pending,1057.0,3168.0,6890.47,True,23.0,False,2483.0,6683,64008.09
2025-09-03,North,P03157,Formal Shirt,Clothing,Supplier A,Warehouse 3,Canceled,657.0,3380.0,9189.33,True,15.0,False,1830.0,6488,61048.06
2025-02-03,North,P02811,Smartphone,Electronics,Supplier C,Warehouse 2,Fulfilled,681.0,3378.0,11491.92,True,29.0,False,1905.0,8842,59372.91
2025-07-03,South,P01893,Jacket,Clothing,Supplier A,Warehouse 3,Fulfilled,302.0,4283.0,5621.6,True,9.0,False,3474.0,6673,14997.07
2026-06-19,East,P00806,General Product,Accessories,supplier d,Warehouse 2,fulfilled,503.0,2145.0,11745.12,True,15.0,False,1889.0,8972,49924.93
2025-04-16,West,P07167,Bookshelf,Furniture,Supplier A,Warehouse 2,Fulfilled,577.0,937.0,1155.21,True,10.0,False,1382.0,8698,54924.75
2025-06-21, East ,P05132,General Product,Accessories,Supplier A,Warehouse 2,Fulfilled,222.0,1839.0,5927.5,True,13.0,False,1068.0,7603,20613.0
2026-01-02, West ,P04349,Conference Table,Furniture,Supplier A,Warehouse 1,Pending,777.0,749.0,14475.72,True,30.0,False,2070.0,7497,61481.45
2026-02-05,South,P08732,Mouse,Electronics,Supplier C,Warehouse 2,Canceled,397.0,1223.0,1840.64,True,9.0,False,1708.0,8127,31135.89
2025-09-30,South,P07654,General Product,Accessories,Supplier C,Warehouse 2, Fulfilled ,204.0,4103.0,8733.82,True,32.0,False,4294.0,5082,19299.63
2025-11-16,West,P04779,Bookshelf,Furniture,Supplier D,Warehouse 1,Fulfilled,195.0,2031.0,8558.12,True,8.0,False,3161.0,6468,18495.21
2025-09-16,East,P06936,Jacket,Clothing, Supplier C , Warehouse 3 ,Canceled,533.0,4720.0,14263.21,True,9.0,False,4223.0,8734,31668.33
2025-08-28,west,P00781,Desk,Furniture,Supplier D,Warehouse 2,Pending,272.0,2406.0,,True,10.0,False,2587.0,5202,17675.0
2026-04-27,South,P01646,Keyboard,electronics,Supplier D,Warehouse 2,Fulfilled,478.0,2859.0,664.28,True,3.0,False,2893.0,9695,19918.19
2025-09-02,West,P04854,General Product,Accessories,Supplier C,Warehouse 2,Fulfilled,725.0,4498.0,6735.2,True,10.0,False,2963.0,7578,31348.96
2025-10-23,West,P04704,General Product,Accessories,Supplier A,Warehouse 2,Canceled,483.0,2593.0,5677.71,True,23.0,False,2035.0,5050,24931.54
2025-10-17,East,P06221,Conference Table,Furniture,Supplier A,Warehouse 2,Fulfilled,554.0,902.0,7314.81,True,12.0,False,2330.0,9417,15452.23
2026-02-03,East,P05926,Smartphone,Electronics,Supplier C,,Fulfilled,535.0,3751.0,10837.96,True,30.0,False,2498.0,6418,47146.29
2026-02-02,West,P02685,General Product,Accessories,Supplier B,Warehouse 2,Canceled,420.0,3221.0,8569.24,False,22.0,False,2413.0,5130,38138.52
2025-09-07,East,P08566,Desk,Furniture,Supplier B,Warehouse 2,Fulfilled,712.0,4134.0,9950.92,True,17.0,False,4429.0,8566,46658.21
2025-11-18,East,P04136,Sneakers,Clothing,Supplier D,Warehouse 2,Fulfilled,670.0,2558.0,11005.63,True,16.0,False,2417.0,9987,31176.78
2025-06-10,West,P05220,Monitor,Electronics,Supplier A,Warehouse 3,Canceled,600.0,429.0,10741.44,True,19.0,False,1267.0,5025,33070.42
2026-01-17,East,P04434,Laptop,Electronics,Supplier D,Warehouse 3,Fulfilled,646.0,700.0,4088.13,True,25.0,False,2887.0,9122,42388.03
2026-07-22,East,P07549,Smartphone,Electronics,Supplier A,Warehouse 3,Fulfilled,935.0,944.0,7132.48,True,25.0,False,2100.0,7310,111006.83
2026-07-24,East,P01084,Desk,Furniture,Supplier B,Warehouse 2,Fulfilled,921.0,353.0,1906.78,True,,True,997.0,7915,58749.08
2025-10-28,east,P09330,Office Chair,Furniture,Supplier B,Warehouse 2,Fulfilled,694.0,504.0,1779.82,True,33.0,True,1182.0,7915,68272.3
2025-04-22,North,P01241,Office Chair,Furniture,Supplier C,Warehouse 2,Fulfilled,176.0,2933.0,13598.35,True,11.0,False,3076.0,8832,10305.23
2026-03-27,east,P06237,Sneakers,Clothing,Supplier D,Warehouse 2,Fulfilled,929.0,132.0,4337.61,True,21.0,False,1312.0,8183,61723.32
2026-06-10,East,P07339,Tablet,Electronics, Supplier B ,Warehouse 3,Fulfilled,176.0,966.0,1372.38,True,14.0,False,2173.0,8447,5442.73
2026-07-07,East,P04688,Filing Cabinet,furniture,Supplier C,Warehouse 1,Canceled,381.0,258.0,13826.1,True,1.0,False,1393.0,6093,37152.85
2025-05-21,North,P09979,Desk,Furniture,,Warehouse 1,Pending,63.0,551.0,936.84,True,20.0,False,2788.0,7072,4678.71
2025-06-01,West,P08622,Bookshelf,Furniture,Supplier A,Warehouse 3,Pending,392.0,1171.0,4580.38,True,24.0,False,2146.0,6673,41805.16
2025-03-12,East,P03445,Monitor,Electronics,Supplier B,Warehouse 3,Fulfilled,241.0,930.0,1499.93,True,14.0,False,2461.0,8447,14216.34
2026-02-21,South,P02963,Formal Shirt,Clothing,Supplier D,Warehouse 3,Pending,998.0,2528.0,12854.72,True,22.0,False,2968.0,5901,38182.55
2026-01-31,West,P00702,Jacket,Clothing,supplier d,Warehouse 2,Fulfilled,360.0,3842.0,15711.36,True,14.0,False,3705.0,5359,34259.78
2026-07-29,North,P01432,Desk,Furniture,Supplier B,Warehouse 1,Canceled,859.0,1317.0,15964.28,True,26.0,False,694.0,8960,21501.13
2026-05-10,east,P06774,Tablet,Electronics,Supplier B,Warehouse 1,Fulfilled,644.0,2693.0,5567.56,True,1.0,False,2397.0,7649,50776.23
2025-08-13,East,P08739,Bookshelf,Furniture,Supplier A,Warehouse 2,Canceled,330.0,1592.0,9066.78,True,5.0,False,2262.0,6604,23834.86
2025-04-25,East,P00584,Filing Cabinet, Furniture ,Supplier A,Warehouse 3,Fulfilled,314.0,2960.0,3454.97,True,30.0,False,3703.0,5028,18370.7
2025-03-05,North,P01713,Jeans,Clothing,Supplier B,Warehouse 2,Fulfilled,360.0,5631.0,6462.52,True,19.0,False,4809.0,6121,23828.54
2026-07-09,West,P07364,Sneakers,Clothing,Supplier C,Warehouse 2,Pending,842.0,3318.0,2128.41,True,7.0,False,3950.0,7046,73596.58
2025-10-24,North,P05948,Conference Table,Furniture,Supplier A,Warehouse 2,Canceled,197.0,1407.0,9578.37,True,25.0,False,2189.0,7383,10562.04
2026-01-08,South,P02869,Filing Cabinet,Furniture,Supplier C,Warehouse 2,Pending,822.0,2914.0,8877.13,True,22.0,False,2269.0,6405,87291.43
2026-04-27,West,P03424,General Product,Accessories,Supplier D,Warehouse 2,Fulfilled,799.0,1954.0,6833.57,True,6.0,False,3735.0,8096,59072.12
2026-05-03,South,P05547,General Product,Accessories,Supplier A,Warehouse 3,Fulfilled,387.0,2716.0,2316.81,True,6.0,False,1975.0,7233,36620.96
2026-04-27,West,P02565,Sneakers,Clothing,Supplier A,Warehouse 3,pending,825.0,772.0,11853.37,True,14.0,True,2235.0,6321,93891.79
2026-05-05,north,P01743,Conference Table,Furniture,Supplier B,Warehouse 1,Canceled,850.0,1836.0,14185.99,True,24.0,False,923.0,8960,79108.13
2025-10-10,West,P08227,Filing Cabinet,Furniture,Supplier D,Warehouse 2,Pending,934.0,2519.0,16360.56,False,6.0,False,3278.0,6345,96508.4
2025-11-27,East,P03271,Desk,Furniture,Supplier D,Warehouse 2,Fulfilled,463.0,2606.0,4561.3,True,29.0,False,1866.0,6389,42080.48
2025-10-09,North,P00470,Mouse,Electronics,Supplier A,Warehouse 1,Pending,354.0,1324.0,4858.61,True,15.0,False,1543.0,9714,17099.91
2025-12-21,East,P08146,T-Shirt,Clothing,Supplier B,Warehouse 2,Fulfilled,263.0,2709.0,3406.37,False,23.0,False,1755.0,6459,8138.89
2026-01-18,West,P06828,General Product,Accessories,Supplier A,Warehouse 3,Fulfilled,654.0,4224.0,5293.86,True,15.0,False,2926.0,7209,32751.02
2025-11-14,West,P08328,Jeans,Clothing,Supplier B,Warehouse 2,Pending,355.0,3122.0,16556.3,True,18.0,False,1608.0,7630,22318.03
2025-08-28,East,P09943,T-Shirt,Clothing,Supplier B,Warehouse 1,Fulfilled,788.0,2640.0,8695.3,True,24.0,False,2006.0,8138,19392.73
2025-03-20,North,P06910,Monitor,Electronics, Supplier C ,Warehouse 2,Canceled,446.0,3801.0,12218.76,True,17.0,False,2088.0,9271,47520.31
2025-05-16,East,P08109,Conference Table,Furniture,Supplier B,Warehouse 2,Fulfilled,189.0,114.0,15277.73,True,19.0,False,269.0,9995,17741.95
2025-07-08,South,P06983,Conference Table,Furniture,Supplier C,Warehouse 2, Fulfilled ,371.0,3976.0,13861.32,True,28.0,False,3154.0,8902,20391.73
2025-04-12,North,P03413,Mouse,Electronics,Supplier A, Warehouse 3 ,Fulfilled,869.0,594.0,7212.71,True,26.0,False,1773.0,7968,91328.06
2026-08-27,East,P09734,T-Shirt,Clothing,Supplier C,Warehouse 2,Fulfilled,397.0,5199.0,928.16,True,10.0,False,3503.0,6586,40878.55
2025-09-30,East,P02866,Office Chair,Furniture,Supplier A,Warehouse 2,Pending,1191.0,148.0,9425.49,True,11.0,False,2197.0,7420,61562.9
2026-02-15,North,P07375,Jeans,Clothing,Supplier A,Warehouse 2,Fulfilled,419.0,1170.0,8741.26,True,25.0,False,769.0,9347,41066.99
2025-08-18,West,P00960,General Product,Accessories,Supplier B,Warehouse 1,Pending,336.0,2715.0,2921.39,,28.0,False,4277.0,5676,25206.89
2025-03-22,South,P05847,General Product,Accessories,Supplier C,Warehouse 1,Fulfilled,464.0,5365.0,1916.84,True,24.0,False,2531.0,7364,19980.93
2025-04-30,South,P03338,Desk,Furniture,Supplier D,Warehouse 2,Fulfilled,325.0,1588.0,11260.48,True,1.0,False,2127.0,8618,30171.91
2026-06-11,West,P09405,Tablet,Electronics,Supplier A,warehouse 3,Pending,818.0,5800.0,8477.57,True,28.0,False,4024.0,8360,17010.68
2025-05-20,North,P09877,Jeans,Clothing,Supplier A,Warehouse 2,Fulfilled,541.0,1297.0,11984.93,True,25.0,False,768.0,9347,62024.62
2026-05-02,West,P07012,T-Shirt,Clothing,Supplier B,Warehouse 3,Fulfilled,201.0,431.0,15140.62,True,21.0,False,1907.0,8945,13292.79
2026-04-22,North,P03101,General Product,Accessories,Supplier B,Warehouse 2,Pending,298.0,1665.0,10133.41,False,31.0,False,1203.0,7851,32054.62
2025-04-03,East,P03525,Formal Shirt,Clothing,Supplier A,Warehouse 1,Pending,1029.0,2049.0,969.59,True,17.0,True,2210.0,6120,34069.31
2025-11-29,North,P00144,General Product,Accessories,Supplier B,Warehouse 2,Pending,298.0,1734.0,9148.36,False,26.0,False,1481.0,7851,13989.56
2025-11-02,South,P02793,General Product, Accessories ,Supplier C,Warehouse 3,Pending,401.0,2643.0,7296.27,True,30.0,False,1025.0,9934,20485.55
2026-01-04,South,P06510,Desk,Furniture,supplier c,Warehouse 2,Pending,852.0,3260.0,11276.22,True,25.0,False,2775.0,6405,93822.31
2026-06-23,West,P05134,T-Shirt,Clothing,Supplier D,Warehouse 2,fulfilled,711.0,4222.0,712.03,True,16.0,False,3703.0,8485,36302.48
2025-06-22,East,P06909,Formal Shirt,Clothing,supplier a,Warehouse 1,Fulfilled,337.0,2235.0,5624.36,True,9.0,False,2696.0,5034,15407.75
2025-02-18,North,P04220,Sneakers,Clothing,Supplier A,Warehouse 3,Pending,878.0,6245.0,10361.86,True,7.0,False,3649.0,9766,86466.78
2025-10-12,East,P04636,Bookshelf,Furniture, Supplier A ,Warehouse 1,Fulfilled,879.0,3027.0,13823.7,True,5.0,False,2612.0,9035,78640.61
2025-08-09,West,P01468,Laptop,Electronics,Supplier A,Warehouse 2,Fulfilled,498.0,1525.0,4631.47,True,25.0,False,2919.0,6662,47322.03
2025-05-16,East,P07670,General Product,Accessories,Supplier A,warehouse 2,Fulfilled,818.0,3700.0,2625.89,True,3.0,False,4966.0,9508,26947.65
2025-08-28,West,P01697,Formal Shirt,Clothing,,Warehouse 2,Canceled,761.0,3414.0,8548.12,False,8.0,False,2735.0,6940,44580.81
2025-01-14,West,P04964,Filing Cabinet,Furniture,Supplier C,Warehouse 2,Fulfilled,310.0,2661.0,5238.45,True,4.0,False,1601.0,5965,14934.57
2026-02-23, West ,P07754,General Product,Accessories,Supplier B,Warehouse 3,Canceled,930.0,2314.0,12827.84,True,18.0,False,2270.0,6347,41759.48
2025-12-22,West,P05618,General Product,Accessories,Supplier A,Warehouse 2,Fulfilled,1133.0,1894.0,11514.81,True,20.0,False,2149.0,6403,97862.8
2026-04-29,West,P03966,Office Chair,Furniture,Supplier B,Warehouse 2,Fulfilled,570.0,1697.0,8014.65,True,13.0,False,2804.0,6513,15618.41
2025-04-24,North,P08896,Keyboard,Electronics,Supplier D,Warehouse 1,Fulfilled,228.0,2601.0,7934.43,True,24.0,False,2884.0,7008,20465.57
2026-05-06,North,P06961,Smartphone,Electronics,Supplier D,Warehouse 3,Fulfilled,679.0,1106.0,5022.69,True,1.0,False,2015.0,6320,51193.76
2025-01-14,North,P04957,Desk,Furniture,Supplier A,Warehouse 3,Canceled,388.0,1922.0,14999.14,True,5.0,False,1118.0,5708,41881.96
2025-10-05,East,P02698,Mouse,Electronics,Supplier A,Warehouse 1,Fulfilled,217.0,726.0,5799.72,True,4.0,False,2782.0,9383,22458.13
2026-05-16,South,P08976,Jacket,Clothing,Supplier D,Warehouse 3,Fulfilled,582.0,4834.0,8985.36,True,6.0,False,2302.0,5442,14777.09
